@relation movie_similarity

@attribute genre_similarity numeric
@attribute country_similarity numeric
@attribute view_count numeric
@attribute movie_id numeric

@data
1.6666666666666665,0.0,10,4
3.4285714285714284,6.0,6,21
3.6666666666666665,22.0,22,6
3.0,0.0,8,38
2.5,10.0,10,7
1.0,0.0,6,8
1.7142857142857142,0.0,4,40
25.71428571428571,60.0,60,41
0.3333333333333333,2.0,2,12
1.5,0.0,6,28
6.25,0.0,10,30
