@relation movie_similarity

@attribute genre_similarity numeric
@attribute country_similarity numeric
@attribute movie_id numeric

@data
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,10
1.0,0.0,6
1.0,0.0,6
1.0,0.0,1
1.0,0.0,6
0.5,1.0,7
1.0,1.0,8
1.0,0.0,10
